hospital_id,tipo_sangre,t,demanda_bolsas
H07,O+,8,3
H07,O-,8,0
H07,A+,8,2
H07,A-,8,0
H07,B+,8,0
H07,B-,8,0
H07,AB+,8,0
H07,AB-,8,0
H08,O+,8,2
H08,O-,8,0
H08,A+,8,1
H08,A-,8,0
H08,B+,8,0
H08,B-,8,0
H08,AB+,8,0
H08,AB-,8,0
H01,O+,9,5
H01,O-,9,1
H01,A+,9,2
H01,A-,9,0
H01,B+,9,0
H01,B-,9,0
H01,AB+,9,0
H01,AB-,9,1
H02,O+,9,3
H02,O-,9,1
H02,A+,9,1
H02,A-,9,0
H02,B+,9,0
H02,B-,9,0
H02,AB+,9,0
H02,AB-,9,0
H03,O+,9,2
H03,O-,9,1
H03,A+,9,1
H03,A-,9,0
H03,B+,9,0
H03,B-,9,0
H03,AB+,9,0
H03,AB-,9,0
H04,O+,9,3
H04,O-,9,0
H04,A+,9,1
H04,A-,9,0
H04,B+,9,2
H04,B-,9,0
H04,AB+,9,1
H04,AB-,9,1
H05,O+,9,3
H05,O-,9,0
H05,A+,9,3
H05,A-,9,0
H05,B+,9,0
H05,B-,9,0
H05,AB+,9,1
H05,AB-,9,0
H06,O+,9,2
H06,O-,9,0
H06,A+,9,1
H06,A-,9,0
H06,B+,9,0
H06,B-,9,0
H06,AB+,9,0
H06,AB-,9,0
H07,O+,9,2
H07,O-,9,0
H07,A+,9,0
H07,A-,9,0
H07,B+,9,0
H07,B-,9,0
H07,AB+,9,0
H07,AB-,9,0
H08,O+,9,1
H08,O-,9,0
H08,A+,9,0
H08,A-,9,0
H08,B+,9,0
H08,B-,9,0
H08,AB+,9,0
H08,AB-,9,0
H01,O+,10,2
H01,O-,10,0
H01,A+,10,3
H01,A-,10,0
H01,B+,10,2
H01,B-,10,0
H01,AB+,10,0
H01,AB-,10,0
H02,O+,10,3
H02,O-,10,0
H02,A+,10,2
H02,A-,10,0
H02,B+,10,0
H02,B-,10,0
H02,AB+,10,0
H02,AB-,10,0
H03,O+,10,0
H03,O-,10,0
H03,A+,10,3
H03,A-,10,0
H03,B+,10,0
H03,B-,10,0
H03,AB+,10,0
H03,AB-,10,0
H04,O+,10,1
H04,O-,10,0
H04,A+,10,3
H04,A-,10,0
H04,B+,10,0
H04,B-,10,0
H04,AB+,10,0
H04,AB-,10,0
H05,O+,10,4
H05,O-,10,0
H05,A+,10,1
H05,A-,10,0
H05,B+,10,0
H05,B-,10,0
H05,AB+,10,0
H05,AB-,10,0
H06,O+,10,4
H06,O-,10,0
H06,A+,10,1
H06,A-,10,1
H06,B+,10,0
H06,B-,10,0
H06,AB+,10,0
H06,AB-,10,0
H07,O+,10,1
H07,O-,10,0
H07,A+,10,2
H07,A-,10,0
H07,B+,10,0
H07,B-,10,0
H07,AB+,10,0
H07,AB-,10,0
H08,O+,10,2
H08,O-,10,0
H08,A+,10,0
H08,A-,10,1
H08,B+,10,0
H08,B-,10,0
H08,AB+,10,0
H08,AB-,10,0
H01,O+,11,6
H01,O-,11,0
H01,A+,11,5
H01,A-,11,0
H01,B+,11,0
H01,B-,11,0
H01,AB+,11,1
H01,AB-,11,0
H02,O+,11,2
H02,O-,11,1
H02,A+,11,2
H02,A-,11,1
H02,B+,11,0
H02,B-,11,0
H02,AB+,11,0
H02,AB-,11,0
H03,O+,11,2
H03,O-,11,0
H03,A+,11,3
H03,A-,11,0
H03,B+,11,2
H03,B-,11,0
H03,AB+,11,0
H03,AB-,11,0
H04,O+,11,4
H04,O-,11,0
H04,A+,11,0
H04,A-,11,0
H04,B+,11,0
H04,B-,11,0
H04,AB+,11,0
H04,AB-,11,0
H05,O+,11,1
H05,O-,11,0
H05,A+,11,0
H05,A-,11,0
H05,B+,11,0
H05,B-,11,0
H05,AB+,11,0
H05,AB-,11,0
H06,O+,11,0
H06,O-,11,0
H06,A+,11,2
H06,A-,11,0
H06,B+,11,0
H06,B-,11,0
H06,AB+,11,0
H06,AB-,11,0
H07,O+,11,1
H07,O-,11,0
H07,A+,11,1
H07,A-,11,0
H07,B+,11,0
H07,B-,11,0
H07,AB+,11,0
H07,AB-,11,0
H08,O+,11,2
H08,O-,11,0
H08,A+,11,1
H08,A-,11,0
H08,B+,11,0
H08,B-,11,0
H08,AB+,11,0
H08,AB-,11,0
H01,O+,12,2
H01,O-,12,1
H01,A+,12,2
H01,A-,12,0
H01,B+,12,1
H01,B-,12,0
H01,AB+,12,1
H01,AB-,12,0
H02,O+,12,4
H02,O-,12,0
H02,A+,12,2
H02,A-,12,0
H02,B+,12,1
H02,B-,12,0
H02,AB+,12,0
H02,AB-,12,0
H03,O+,12,7
H03,O-,12,0
H03,A+,12,2
H03,A-,12,0
H03,B+,12,0
H03,B-,12,0
H03,AB+,12,0
H03,AB-,12,0
H04,O+,12,3
H04,O-,12,0
H04,A+,12,3
H04,A-,12,0
H04,B+,12,0
H04,B-,12,0
H04,AB+,12,0
H04,AB-,12,0
H05,O+,12,2
H05,O-,12,0
H05,A+,12,1
H05,A-,12,0
H05,B+,12,2
H05,B-,12,0
H05,AB+,12,0
H05,AB-,12,0
H06,O+,12,2
H06,O-,12,0
H06,A+,12,0
H06,A-,12,0
H06,B+,12,0
H06,B-,12,1
H06,AB+,12,0
H06,AB-,12,0
H07,O+,12,0
H07,O-,12,0
H07,A+,12,1
H07,A-,12,0
H07,B+,12,0
H07,B-,12,0
H07,AB+,12,0
H07,AB-,12,0
H08,O+,12,1
H08,O-,12,0
H08,A+,12,2
H08,A-,12,0
H08,B+,12,0
H08,B-,12,0
H08,AB+,12,0
H08,AB-,12,0
H01,O+,13,6
H01,O-,13,0
H01,A+,13,1
H01,A-,13,0
H01,B+,13,1
H01,B-,13,0
H01,AB+,13,0
H01,AB-,13,0
H02,O+,13,6
H02,O-,13,0
H02,A+,13,2
H02,A-,13,0
H02,B+,13,1
H02,B-,13,0
H02,AB+,13,0
H02,AB-,13,0
H03,O+,13,2
H03,O-,13,0
H03,A+,13,2
H03,A-,13,0
H03,B+,13,0
H03,B-,13,0
H03,AB+,13,0
H03,AB-,13,0
H04,O+,13,1
H04,O-,13,0
H04,A+,13,4
H04,A-,13,0
H04,B+,13,0
H04,B-,13,0
H04,AB+,13,0
H04,AB-,13,0
H05,O+,13,1
H05,O-,13,0
H05,A+,13,2
H05,A-,13,0
H05,B+,13,1
H05,B-,13,0
H05,AB+,13,0
H05,AB-,13,0
H06,O+,13,0
H06,O-,13,0
H06,A+,13,1
H06,A-,13,0
H06,B+,13,1
H06,B-,13,0
H06,AB+,13,0
H06,AB-,13,0
H07,O+,13,1
H07,O-,13,0
H07,A+,13,0
H07,A-,13,0
H07,B+,13,1
H07,B-,13,0
H07,AB+,13,0
H07,AB-,13,0
H08,O+,13,4
H08,O-,13,0
H08,A+,13,2
H08,A-,13,0
H08,B+,13,0
H08,B-,13,0
H08,AB+,13,0
H08,AB-,13,0
H01,O+,14,9
H01,O-,14,0
H01,A+,14,2
H01,A-,14,0
H01,B+,14,0
H01,B-,14,0
H01,AB+,14,0
H01,AB-,14,0
H02,O+,14,7
H02,O-,14,0
H02,A+,14,0
H02,A-,14,0
H02,B+,14,0
H02,B-,14,0
H02,AB+,14,2
H02,AB-,14,0
H03,O+,14,3
H03,O-,14,0
H03,A+,14,3
H03,A-,14,0
H03,B+,14,1
H03,B-,14,0
H03,AB+,14,0
H03,AB-,14,0
H04,O+,14,2
H04,O-,14,1
H04,A+,14,0
H04,A-,14,0
H04,B+,14,1
H04,B-,14,0
H04,AB+,14,0
H04,AB-,14,0
H05,O+,14,1
H05,O-,14,0
H05,A+,14,3
H05,A-,14,0
H05,B+,14,0
H05,B-,14,0
H05,AB+,14,0
H05,AB-,14,0
H06,O+,14,0
H06,O-,14,0
H06,A+,14,2
H06,A-,14,0
H06,B+,14,0
H06,B-,14,0
H06,AB+,14,0
H06,AB-,14,0
H07,O+,14,2
H07,O-,14,0
H07,A+,14,0
H07,A-,14,0
H07,B+,14,0
H07,B-,14,0
H07,AB+,14,0
H07,AB-,14,0
H08,O+,14,1
H08,O-,14,0
H08,A+,14,3
H08,A-,14,0
H08,B+,14,1
H08,B-,14,0
H08,AB+,14,0
H08,AB-,14,0
H01,O+,15,7
H01,O-,15,0
H01,A+,15,3
H01,A-,15,0
H01,B+,15,1
H01,B-,15,0
H01,AB+,15,0
H01,AB-,15,0
H02,O+,15,3
H02,O-,15,0
H02,A+,15,2
H02,A-,15,0
H02,B+,15,0
H02,B-,15,0
H02,AB+,15,0
H02,AB-,15,0
H03,O+,15,5
H03,O-,15,0
H03,A+,15,1
H03,A-,15,0
H03,B+,15,1
H03,B-,15,0
H03,AB+,15,0
H03,AB-,15,0
H04,O+,15,2
H04,O-,15,0
H04,A+,15,0
H04,A-,15,0
H04,B+,15,0
H04,B-,15,0
H04,AB+,15,0
H04,AB-,15,0
H05,O+,15,2
H05,O-,15,0
H05,A+,15,1
H05,A-,15,0
H05,B+,15,1
H05,B-,15,0
H05,AB+,15,0
H05,AB-,15,0
H06,O+,15,4
H06,O-,15,0
H06,A+,15,0
H06,A-,15,0
H06,B+,15,1
H06,B-,15,0
H06,AB+,15,0
H06,AB-,15,0
H07,O+,15,2
H07,O-,15,0
H07,A+,15,1
H07,A-,15,0
H07,B+,15,0
H07,B-,15,0
H07,AB+,15,0
H07,AB-,15,0
H08,O+,15,1
H08,O-,15,0
H08,A+,15,1
H08,A-,15,0
H08,B+,15,0
H08,B-,15,0
H08,AB+,15,0
H08,AB-,15,0
H01,O+,16,5
H01,O-,16,0
H01,A+,16,2
H01,A-,16,0
H01,B+,16,0
H01,B-,16,1
H01,AB+,16,0
H01,AB-,16,0
H02,O+,16,7
H02,O-,16,0
H02,A+,16,2
H02,A-,16,0
H02,B+,16,1
H02,B-,16,0
H02,AB+,16,0
H02,AB-,16,0
H03,O+,16,2
H03,O-,16,0
H03,A+,16,1
H03,A-,16,0
H03,B+,16,0
H03,B-,16,0
H03,AB+,16,0
H03,AB-,16,1
H04,O+,16,4
H04,O-,16,0
H04,A+,16,3
H04,A-,16,0
H04,B+,16,0
H04,B-,16,0
H04,AB+,16,0
H04,AB-,16,0
H05,O+,16,1
H05,O-,16,0
H05,A+,16,0
H05,A-,16,0
H05,B+,16,1
H05,B-,16,0
H05,AB+,16,0
H05,AB-,16,0
H06,O+,16,3
H06,O-,16,0
H06,A+,16,0
H06,A-,16,0
H06,B+,16,0
H06,B-,16,0
H06,AB+,16,0
H06,AB-,16,0
H07,O+,16,2
H07,O-,16,0
H07,A+,16,0
H07,A-,16,0
H07,B+,16,0
H07,B-,16,0
H07,AB+,16,0
H07,AB-,16,0
H08,O+,16,1
H08,O-,16,1
H08,A+,16,1
H08,A-,16,0
H08,B+,16,1
H08,B-,16,0
H08,AB+,16,0
H08,AB-,16,0
H01,O+,17,2
H01,O-,17,0
H01,A+,17,1
H01,A-,17,0
H01,B+,17,1
H01,B-,17,0
H01,AB+,17,0
H01,AB-,17,0
H02,O+,17,4
H02,O-,17,0
H02,A+,17,1
H02,A-,17,0
H02,B+,17,0
H02,B-,17,0
H02,AB+,17,1
H02,AB-,17,0
H03,O+,17,4
H03,O-,17,0
H03,A+,17,1
H03,A-,17,0
H03,B+,17,0
H03,B-,17,0
H03,AB+,17,0
H03,AB-,17,0
H04,O+,17,2
H04,O-,17,0
H04,A+,17,1
H04,A-,17,1
H04,B+,17,0
H04,B-,17,0
H04,AB+,17,0
H04,AB-,17,0
H05,O+,17,0
H05,O-,17,0
H05,A+,17,1
H05,A-,17,0
H05,B+,17,0
H05,B-,17,0
H05,AB+,17,0
H05,AB-,17,0
H06,O+,17,5
H06,O-,17,0
H06,A+,17,2
H06,A-,17,0
H06,B+,17,1
H06,B-,17,0
H06,AB+,17,0
H06,AB-,17,0
H07,O+,17,4
H07,O-,17,0
H07,A+,17,1
H07,A-,17,1
H07,B+,17,0
H07,B-,17,0
H07,AB+,17,0
H07,AB-,17,0
H08,O+,17,0
H08,O-,17,1
H08,A+,17,0
H08,A-,17,0
H08,B+,17,1
H08,B-,17,0
H08,AB+,17,0
H08,AB-,17,0
H01,O+,18,2
H01,O-,18,0
H01,A+,18,1
H01,A-,18,0
H01,B+,18,0
H01,B-,18,0
H01,AB+,18,0
H01,AB-,18,0
H02,O+,18,3
H02,O-,18,0
H02,A+,18,4
H02,A-,18,0
H02,B+,18,0
H02,B-,18,0
H02,AB+,18,0
H02,AB-,18,0
H03,O+,18,4
H03,O-,18,0
H03,A+,18,0
H03,A-,18,0
H03,B+,18,0
H03,B-,18,0
H03,AB+,18,0
H03,AB-,18,0
H04,O+,18,4
H04,O-,18,0
H04,A+,18,0
H04,A-,18,0
H04,B+,18,0
H04,B-,18,0
H04,AB+,18,0
H04,AB-,18,0
H05,O+,18,5
H05,O-,18,0
H05,A+,18,2
H05,A-,18,0
H05,B+,18,1
H05,B-,18,0
H05,AB+,18,0
H05,AB-,18,0
H06,O+,18,1
H06,O-,18,0
H06,A+,18,0
H06,A-,18,0
H06,B+,18,0
H06,B-,18,0
H06,AB+,18,0
H06,AB-,18,0
H07,O+,18,1
H07,O-,18,0
H07,A+,18,0
H07,A-,18,0
H07,B+,18,0
H07,B-,18,0
H07,AB+,18,0
H07,AB-,18,0
H08,O+,18,1
H08,O-,18,0
H08,A+,18,0
H08,A-,18,0
H08,B+,18,0
H08,B-,18,0
H08,AB+,18,0
H08,AB-,18,0
H01,O+,19,7
H01,O-,19,0
H01,A+,19,2
H01,A-,19,0
H01,B+,19,0
H01,B-,19,0
H01,AB+,19,0
H01,AB-,19,0
H02,O+,19,5
H02,O-,19,1
H02,A+,19,2
H02,A-,19,0
H02,B+,19,1
H02,B-,19,0
H02,AB+,19,0
H02,AB-,19,0
H03,O+,19,1
H03,O-,19,1
H03,A+,19,2
H03,A-,19,0
H03,B+,19,2
H03,B-,19,0
H03,AB+,19,0
H03,AB-,19,0
H04,O+,19,5
H04,O-,19,0
H04,A+,19,3
H04,A-,19,0
H04,B+,19,0
H04,B-,19,0
H04,AB+,19,0
H04,AB-,19,0
H05,O+,19,2
H05,O-,19,0
H05,A+,19,1
H05,A-,19,0
H05,B+,19,0
H05,B-,19,0
H05,AB+,19,0
H05,AB-,19,0
H06,O+,19,0
H06,O-,19,0
H06,A+,19,2
H06,A-,19,0
H06,B+,19,0
H06,B-,19,0
H06,AB+,19,0
H06,AB-,19,0
H07,O+,19,3
H07,O-,19,0
H07,A+,19,0
H07,A-,19,0
H07,B+,19,0
H07,B-,19,0
H07,AB+,19,0
H07,AB-,19,0
H08,O+,19,0
H08,O-,19,1
H08,A+,19,2
H08,A-,19,0
H08,B+,19,1
H08,B-,19,0
H08,AB+,19,0
H08,AB-,19,0
H01,O+,20,5
H01,O-,20,0
H01,A+,20,2
H01,A-,20,0
H01,B+,20,0
H01,B-,20,0
H01,AB+,20,0
H01,AB-,20,0
H02,O+,20,2
H02,O-,20,0
H02,A+,20,3
H02,A-,20,0
H02,B+,20,2
H02,B-,20,0
H02,AB+,20,0
H02,AB-,20,0
H03,O+,20,2
H03,O-,20,0
H03,A+,20,2
H03,A-,20,0
H03,B+,20,1
H03,B-,20,0
H03,AB+,20,0
H03,AB-,20,0
H04,O+,20,4
H04,O-,20,0
H04,A+,20,1
H04,A-,20,0
H04,B+,20,1
H04,B-,20,0
H04,AB+,20,0
H04,AB-,20,0
H05,O+,20,2
H05,O-,20,0
H05,A+,20,1
H05,A-,20,0
H05,B+,20,2
H05,B-,20,0
H05,AB+,20,0
H05,AB-,20,0
H06,O+,20,2
H06,O-,20,1
H06,A+,20,1
H06,A-,20,0
H06,B+,20,0
H06,B-,20,0
H06,AB+,20,0
H06,AB-,20,0
H07,O+,20,3
H07,O-,20,0
H07,A+,20,1
H07,A-,20,0
H07,B+,20,0
H07,B-,20,0
H07,AB+,20,0
H07,AB-,20,0
H08,O+,20,2
H08,O-,20,1
H08,A+,20,0
H08,A-,20,0
H08,B+,20,1
H08,B-,20,0
H08,AB+,20,1
H08,AB-,20,0
H01,O+,21,7
H01,O-,21,0
H01,A+,21,1
H01,A-,21,1
H01,B+,21,0
H01,B-,21,0
H01,AB+,21,0
H01,AB-,21,0
H02,O+,21,1
H02,O-,21,0
H02,A+,21,3
H02,A-,21,0
H02,B+,21,1
H02,B-,21,0
H02,AB+,21,0
H02,AB-,21,0
H03,O+,21,2
H03,O-,21,0
H03,A+,21,2
H03,A-,21,0
H03,B+,21,0
H03,B-,21,0
H03,AB+,21,0
H03,AB-,21,0
H04,O+,21,1
H04,O-,21,0
H04,A+,21,3
H04,A-,21,0
H04,B+,21,0
H04,B-,21,0
H04,AB+,21,0
H04,AB-,21,0
H05,O+,21,2
H05,O-,21,0
H05,A+,21,2
H05,A-,21,0
H05,B+,21,0
H05,B-,21,0
H05,AB+,21,0
H05,AB-,21,0
H06,O+,21,1
H06,O-,21,0
H06,A+,21,1
H06,A-,21,0
H06,B+,21,0
H06,B-,21,0
H06,AB+,21,0
H06,AB-,21,0
H07,O+,21,2
H07,O-,21,0
H07,A+,21,2
H07,A-,21,0
H07,B+,21,0
H07,B-,21,0
H07,AB+,21,0
H07,AB-,21,0
H08,O+,21,1
H08,O-,21,0
H08,A+,21,0
H08,A-,21,0
H08,B+,21,0
H08,B-,21,0
H08,AB+,21,0
H08,AB-,21,0
H01,O+,22,1
H01,O-,22,0
H01,A+,22,0
H01,A-,22,0
H01,B+,22,1
H01,B-,22,0
H01,AB+,22,0
H01,AB-,22,0
H02,O+,22,2
H02,O-,22,0
H02,A+,22,1
H02,A-,22,0
H02,B+,22,0
H02,B-,22,0
H02,AB+,22,0
H02,AB-,22,0
H03,O+,22,3
